trial,pilot_s,C_band,C_growth,C_theta1_x4,C_theta1_x6,F_field_slack,F_slack,F_trust,K_field,P_k
0,63649.3,0.8,1.5,10.0,10.0,1.1,1.25,1.3,2,1.0
1,65367.6,0.7755922678875304,1.803018579144183,11.210901127575355,14.330736261121766,1.1843861359563377,1.3570142012260638,1.3362197606530972,9,0.8988133919070861
2,67342.1,0.539897466277487,1.471036480270659,6.24847838222726,11.184088748941065,1.1212310568430082,1.4017542607093518,1.6891644730820976,6,3.156081784420587
3,64808.6,0.7003173548992756,1.909097706753029,11.63930156576109,16.95584958145014,1.231985049343821,1.328008005819365,1.1300378150884165,14,0.45438465043434234
4,64729.5,0.55620627950674,1.0712875014514083,8.576858006470761,16.076577454193455,1.123841995655333,1.2325719404264914,1.6095614755289667,15,0.3508246814040671
5,66418.4,0.8610548042458188,1.6527407607557918,22.28056198258152,15.514588014730995,1.0461883665071732,1.408612187392837,1.0667206712565738,9,1.295709897504374
6,69166.6,0.9423779636669465,1.7392882413438508,15.142700764871009,5.9200198419875765,1.2839387302689749,1.5440832782425151,1.6172986289952218,12,0.5385018237806132
7,66144.2,0.6556245630917132,1.2811130109695066,16.946706293292554,12.265594962635316,1.1335417526695957,1.512968752845879,1.1365254584865458,16,1.3275040051396612
8,68857.3,0.6287403924882677,1.6506455437008605,18.19038609774368,21.01265490298291,1.1618726915279698,1.5880059121387538,1.149303016617004,12,0.575462993131185
9,68288.6,0.6190434546867796,1.442491403409763,16.88225652627904,11.959471773237762,1.2460585998844296,1.5900997239654002,1.0041984207102992,10,0.7329516314436793
10,63515.9,0.7886483579911582,1.0498703445465274,24.95472700375862,24.301793665586473,1.0275406093829378,1.207767857762791,1.9484969432825165,2,3.8364736129800607
11,63515.4,0.7912598742938497,1.0058975682789537,24.75087353097358,24.160988130246974,1.0379526082403783,1.211333079532943,1.9534992071086248,2,3.938440585240901
12,63518.0,0.7660475214465647,1.041193467012122,23.848875142438086,24.95991323646753,1.0223910239711467,1.2032328674313684,1.982106590987684,2,3.975242306773891
13,64175.7,0.862578956067543,1.2020646486244642,24.95104813353275,24.836595467091794,1.0630946827410037,1.2863898364518846,1.9864061719557011,5,2.3493540742552304
14,63754.8,0.7302076397001466,1.193033731995274,21.168321020602576,21.074786985726345,1.0721693581389244,1.201084508875013,1.8230507261829372,4,2.253335316225914
15,63887.0,0.8378544991077679,1.020239608479782,20.461191170664097,21.599271362646174,1.0230455834900634,1.2970492443047787,1.8247969074250485,4,2.389945516674336
16,66512.6,0.9108192336483285,1.1777360354011044,24.821054883708133,22.50154871088626,1.08606144775865,1.2638403581937498,1.839616831632648,7,3.6811394044852537
17,63516.1,0.7074608013918748,1.1342310856499607,19.767561951775146,19.321747589949418,1.0543588720448116,1.3286404224422748,1.9011365282500112,2,1.7464202373360789
18,64089.8,0.81835758649364,1.2953236446124197,22.681371022978425,18.537616766586485,1.0216475729102807,1.234403234956569,1.7010294369598473,4,2.9326188012806806
19,66513.0,0.7482715854898981,1.3596479891137843,22.766364099885113,23.82271629643878,1.094361181928824,1.28670800829931,1.5220378940160264,7,1.884172236883033
20,64516.9,0.6803838407691283,1.007822513271616,14.098882699099,22.959943844612425,1.0474144551272464,1.2002731471688386,1.9164987998490939,3,2.9098810128606156
21,63515.6,0.7112845007667828,1.1298411567530722,19.909859070498584,19.669084252126808,1.0487109358329643,1.3754489220502644,1.8942033774641962,2,1.7401727510318095
22,65753.7,0.791933630906995,1.1104200045988453,19.229025262631655,19.874142766915767,1.0452014635634546,1.4617199882290308,1.765067176141188,3,1.3899472372544988
23,63516.5,0.7358199046155848,1.26264707740975,21.511536280913774,18.053394582157328,1.0781354072758105,1.3782584138032694,1.9966375117643012,2,3.8742745940008962
24,66661.6,0.8847042922533084,1.108794333232379,23.470530417926625,23.176960454635353,1.0400258761555656,1.4535142754380412,1.8963980671853213,5,0.26332005758351346
25,66012.5,0.5986319260427391,1.0005629155326605,18.46091870236071,20.266095922075184,1.1000135076202018,1.4741013008180461,1.7327419177372916,3,1.6262026331699566
26,64169.9,0.8214454693203769,1.1357652065119046,24.82873370623899,22.113546664552903,1.0685750656086448,1.3158007198274546,1.9035807217454326,5,2.7514204643344495
27,64410.2,0.6712357060385485,1.3345185913944544,21.27065513075725,23.672731802810635,1.0373055785067982,1.2611091507547454,1.7804317794817686,3,2.0075483283787388
28,66214.0,0.5022858230655154,1.2196698496078364,14.578468547478693,17.816528877398035,1.0658253580877812,1.3446453214172494,1.9330740821660513,6,1.0039669313578687
29,63515.2,0.7930638010715548,1.3788812292781971,23.164218187511146,7.7275481834787545,1.087769638047612,1.2460781579088849,1.4810575527993726,2,3.3302018202451307
30,64089.2,0.7148579851218266,1.562830997034542,19.998289622556037,7.429892475308019,1.1112019344894961,1.2429988155159832,1.4103955018685672,4,1.1007303499151706
31,63986.8,0.8019002615956226,1.4030986847239069,23.31578481089715,9.143516720392546,1.1479397992197604,1.2279740926770646,1.4835206576405857,2,3.455997092297696
32,63573.9,0.7768518387244878,1.0792241852225788,23.79575779380883,9.167084778883131,1.09574889123016,1.2674709982691765,1.3310593922473601,2,2.6400989797686982
33,64515.5,0.7614313404375931,1.5495366271213264,22.053945702832724,13.895355688817448,1.035182950970725,1.2223972045968803,1.2803236775582802,3,3.1446539655283527
34,63503.1,0.8422653132771261,1.2388018903301907,24.055173720599445,13.5572031794824,1.0599119607809229,1.373367454806829,1.6144921778933277,2,3.344220873097644
35,64088.8,0.856322936041783,1.3812230659098963,20.82708315637177,14.085692586098205,1.1098848907978107,1.3823681314722578,1.6233019953988816,4,2.1617341183133707
36,67371.0,0.8831896047953808,1.2429506012315263,5.029662208797475,5.198186344554541,1.1852797287506673,1.422108085267707,1.5228975197537107,6,3.12638873370545
37,64116.8,0.8308455640843306,1.9250019026567633,22.131349520399873,10.088857166833785,1.0805413290014112,1.3627222932305654,1.4267322422988686,3,1.5573410597623678
38,65124.9,0.9077405582197983,1.4870813123766486,17.282896535048593,15.924679966174548,1.0549821567994275,1.4317291704670014,1.6625662450173087,5,2.539034601435015
39,66049.9,0.9494802447742812,1.3176830803105448,23.86237394116476,7.349819428789389,1.1151579236915141,1.5016556627395403,1.2536402635524209,2,3.407465194061118
40,64514.2,0.8136416248026948,1.1483041621296137,18.526514901449055,12.677229621364077,1.0564865707935343,1.3133850869885566,1.5806339597076007,3,1.909906955599708
41,63515.4,0.778448321610405,1.070314089593312,24.16464618712131,16.67499181000367,1.0325713100371468,1.2180992765099021,1.8511728779806398,2,3.4420542310050366
42,63515.4,0.7574638601705967,1.0655791608679661,8.960762191910995,16.84210142590008,1.087615445602421,1.3496900092656718,1.835887828247515,2,3.2945313624637453
43,64515.8,0.7559858898512257,1.092836337116822,12.717202021881578,15.025561715091406,1.1351466566984822,1.2450806160255605,1.8596609877285146,3,3.28692520039146
44,63515.7,0.7801155281567074,1.0541464581310145,9.039715519983435,16.907776713381693,1.0800437765085604,1.3493178677287452,1.7723207126442015,2,2.823834754049792
45,64087.9,0.843025082177947,1.1742398214559013,8.216804093311874,13.030758892203831,1.090368689298674,1.2856948772411112,1.3973924022753164,4,3.453121710371943
46,66214.5,0.8075894655377497,1.8357785838440401,10.712626018184531,10.973769788227607,1.1298053005477673,1.4008926059298008,1.6768073246935637,13,2.5524916197629315
47,63979.7,0.7338244269574943,1.9842201268713135,7.428747104867184,16.47236785238142,1.1775955758566083,1.222979329966593,1.5578215532806308,2,3.8191053058781064
48,64088.6,0.7889135285012749,1.419601772777307,12.322826406388272,14.996156420655941,1.0668323896784868,1.254652502320539,1.8022634987031025,4,3.9577081406314227
49,64358.4,0.8788144872256051,1.237036423029463,15.69057143935833,7.035721110805579,1.0312796558209103,1.2159318408458555,1.205796696655177,3,2.1652486280286527
50,63686.7,0.8436335394867908,1.050073593954032,24.056826169348312,13.377169608074258,1.1017926009125691,1.2798224543135088,1.7263454790421586,2,3.060967917494507
51,63517.8,0.7162683321425594,1.1638912319076968,22.66895011884179,18.829235294618606,1.051855878353535,1.387757882761188,1.9489736848121817,2,0.7597276571211814
52,64513.5,0.6984929272425425,1.086487805624816,24.315741405911883,20.59644485232575,1.0596956123284096,1.3586113964978934,1.8436481560858022,3,3.533949006107587
